,description,edam_topics,help,id,inputs,name,outputs
606,tree and trait tables,,   PICRUST OVERVIEW     Command Documenation    This module does numerous formatting and checks to the reference tree and the trait tables  The following steps are done for both the marker gene copy number table and functional trait copy number table   1  All internal nodes in the reference tree are checked for problematic characters and unlabelled internal nodes are given labels  2,picrust_format_tree_and_trait_table,"tabular,txt,csv,nhx,tabular",Format,"nhx,tabular"
607,of OTUs to user-specified functions,,   PICRUST OVERVIEW     Command Documenation    This module outputs the relative contribution of OTUs to the predicted abundances of functions in your samples  The input biom file should be the output of normalize by copy number  One output text file will be generated   Make sure that you specify an appropriate functional database for this command  usually the ko  cog  or rfam v13 5 database ,picrust_metagenome_contributions,"biom1,h5",Metagenome Contributions,tabular
608,the relative abundance of each OTU by the predicted number of 16S copies,,   PICRUST OVERVIEW     Command Documenation    This module corrects the abundance of each OTU to better reflect the true organism abundance by normalizing by PICRUSt s prediction of 16S copy number for each OTU   Please ensure that you have properly created your OTU table to be compatible with PICRUSt by following this guide   A sample file can be downloaded here   Make sure that you specify an appropriate 16S database for this command  usually 16S 13 5    ,picrust_normalize_by_copy_number,"biom1,h5",Normalize,
609,based on the abundance of OTUs and a functional database,,   PICRUST OVERVIEW     Command Documentation    This module produces a  virtual  metagenome of functional abundances for each sample in the given OTU table  Choose either the KEGG Ortholog  KO   Clusters of Orthologous Genes  COG   or non coding and other structured RNA  Rfam  precalculated files     Input file    This should be a normalized OTU table populated by the output of the PICRUSt Normalize by Copy Number module   Make sure that you specify an appropriate functional database for this command  usually the ko  cog  or rfam v13 5 database ,picrust_predict_metagenomes,"biom1,h5",Predict Metagenome,tabular
610,An automated genome assembly improvement and variant detection tool,,   Pilon is a software tool which can be used to       Automatically improve draft assemblies      Find variation among strains  including large event detection    Pilon requires as input a FASTA file of the genome along with one or more BAM files of reads aligned to the input FASTA file  Pilon uses read alignment analysis to identify inconsistencies between the input genome and the evidence in the reads  It then attempts to make improvements to the input genome  including       Single base differences      Small indels      Larger indel or block substitution events      Gap filling      Identification of local misassemblies  including optional opening of new gaps    Pilon then outputs a FASTA file containing an improved representation of the genome from the read data and an optional VCF file detailing variation seen between the read data and the input genome     To aid manual inspection and improvement by an analyst  Pilon can optionally produce tracks that can be displayed in genome viewers such as IGV and GenomeView  and it reports other events  such as possible large collapsed repeat regions  in its standard output,pilon,"fasta,bam",pilon,"vcf,txt,fasta"
611,- fast fusion detection using kallisto,,pizzly  is a program for detecting gene fusions from RNA Seq data of cancer samples ,pizzly,"tabular,fasta,gtf",pizzly,"tabular,fasta"
612,from a set of sequencing reads,,         Extract the raw nanopore events from each FAST5 file      ,poretools_events,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Extract nanopore events,tabular
613,in FASTA or FASTQ format from nanopore files,,         Extract sequences from fast5 files generated by the Oxford Nanopore sequencing technology      ,poretools_extract,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Extract reads,fastq
614,of nanopore read lengths,,         Draw a histogram of read lengths in one or more nanopore reads      ,poretools_hist,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Generate histogram,
615,distribution in nanopore sequencing reads,,         Get the nucleotide composition of a set of FAST5 files      ,poretools_nucdist,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Show nucleotide,tabular
616,per cell in nanopore reads,,         Plot the throughput performance of each pore on the flowcell during a given sequencing run      ,poretools_occupancy,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Plot performance,
617,score distribution in nanopore sequencing reads,,         Get the the quality score composition of a set of FAST5 files      ,poretools_qualdist,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Show quality,tabular
618,plot of quality score distribution over positions in nanopore reads,,         Produce a box whisker plot of quality score distribution over positions in nanopore reads     ,poretools_qualpos,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Generate box-whisker,
619,for nanopore reads,,         Plot the observed signals for FAST5 reads      ,poretools_squiggle,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Plot signals,txt
620,from a set of FAST5 files,,         Collect read size statistics from a set of FAST5 files      ,poretools_stats,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Read length statistics,tabular
621,in tabular format from a set of FAST5 files,,         Dump the length  name  sequence  and quality scores of the sequence in one or a set of FAST5 files      ,poretools_tabular,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Extract FASTQ,tabular
622,and channel information from a set of FAST5 files,,         Collect read size statistics from a set of FAST5 files      ,poretools_times,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Extract time,tabular
623,from a set of FAST5 files.,,         Report the longest read among a set of FAST5 files      ,poretools_winner,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Get longest read,tabular
624,of sequencing yield over time,,         Create a collector s curve reflecting the sequencing yield over time      ,poretools_yield_plot,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Collector’s curve,
625,to process quality of sequences,,PRINSEQ is a tool for easy and rapid quality control and data processing of metagenomic and metatranscriptomic datasets  This tool allow to process the sequences with filtering and trimming  More information on  PRINSEQ manual   sourceforge,prinseq,"fastqsanger,fastqillumina,fastq",PRINSEQ,
626,constructs multiple genome alignments,,Mauve is a system for efficiently constructing multiple genome alignments in the presence of large scale evolutionary events such as rearrangement and inversion  Multiple genome alignment provides a basis for research into comparative genomics and the study of evolutionary dynamics  Aligning whole genomes is a fundamentally different problem than aligning short sequences ,progressivemauve,"fasta,xmfa,tabular,nhx",progressiveMauve,"xmfa,nhx,tabular"
627,,,XMFA Alignments are great  but now you need a way to visualize this data ,xmfa2gff3,"xmfa,fasta",Convert XMFA to gapped GFF3,gff3
628,prokaryotic genome annotation,,Prokka  is a software tool to rapidly annotate bacterial  archaeal and viral genomes  and produce output files that require only minor tweaking to submit to GenBank ENA DDBJ ,prokka,fasta,Prokka,"gff,txt,fasta,asn1"
629,Genome assembly Quality,,QUAST   QUality ASsessment Tool  The tool evaluates genome assemblies by computing various metrics ,quast,"fasta,gff, gff3, bed",Quast,"txt,tabular,html,pdf"
630,,,                Filter Tabular                   Filter a tabular dataset by applying line filters as it is being read    Multiple filters may be used with each filter using the result of the previous filter       Inputs      A tabular dataset      Outputs      A filtered tabular dataset,filter_tabular,tabular,Filter Tabular,tabular
631,using sqlite sql,,               Query Tabular                  Inputs      Loads tabular datasets into a SQLite  data base       An existing SQLite  data base can be used as input  and any selected tabular datasets will be added as new tables in that data base     LINEFILTERS HELP     Table Options      Specify Name for Table         By default tables will be named  t1  t2  t3  etc            Specify Name for Table          You can provide your own name for a database table  the name should begin with a letter and only contain letters  digits  or underscores,query_tabular,"sqlite,tabular",Query Tabular,"sqlite,tabular"
632,for SQL query,,                   SQLite to Tabular                      Inputs      An existing SQLite  data base      Outputs      The results of a SQL query are output to the history as a tabular file      QUERY HELP       ,sqlite_to_tabular,sqlite,SQLite to tabular,tabular
633,- Maximum Likelihood based inference of large phylogenetic trees,, RAxML   Randomized Axelerated Maximum Likelihood  is a program for Maximum Likelihood based inference of large phylogenetic trees  The program is explicitly being developed to efficiently infer trees for extremely large datasets  either in terms of the number of taxa and or the sequence length    ,raxml,"fasta,phylip,txt,nhx",Phyogenetic reconstruction with RaXML,"txt,nhx"
634,Match paired peaks from two or more replicates,,RepMatch accepts two or more input datasets  and starts by defining peak pair midpoints in the first dataset   It then discovers all peak pair midpoints in the second dataset that are within the distance  defined by the tool s   Maximum distance between peaks in different replicates to allow merging   parameter  from the peak pair midpoint coordinate in the first dataset   When encountering multiple candidates to match  one to many   RepMatch uses the method defined by the tool s   Method of finding match   parameter so that there is at most only a one to one match across the two datasets  This method provides the following options ,repmatch_gff3,gff,RepMatch,"tabular,pdf,gff"
635,expand combinations of variables:values to columnar format,, This tool will apply the dcast function of the reshape2 R package  The input data should be in a  long  format or molten by the melt tool  The output will be in a wide format  The cast function expands each unique variable value combination on a single line to columnar format,cast,tabular,cast,tabular
636,collapse combinations of variables:values to single lines,, This tool will apply the melt function of the reshape2 R package    The melt function summarizes each unique variable value combination on a single line  An example can be found here   statmethods,melt,tabular,melt,tabular
637,of GFF data,,Modifies the start and end coordinates of GFF data such that the new start and end position is based on a specified region size that is computed either from the existing start and end coordinates or centered on the midpoint between them ,resize_coordinate_window,gff,Resize coordinate window,gff
638,Gapped-read mapper for RNA-seq data,,STAR is an ultrafast universal RNA seq aligner ,rna_star,"fastq,fasta,fastq.gz,fastqsanger.gz,fasta",RNA STAR,"txt,interval,bam,tabular"
639,assembler for RNA-Seq data,,SPAdes   St  Petersburg genome assembler   is intended for both standard isolates and single cell MDA bacteria assemblies  See  spbau,rnaspades,"fastq,fasta,fastq",rnaSPAdes,fasta
640,the pangenome pipeline - Quickly generate a core gene alignment from gff3 files,,   Roary    Roary is a high speed stand alone pan genome pipeline  which takes annotated assemblies in GFF3 format  produced by Prokka  and calculates the pan genome  Using a standard desktop PC  it can analyse datasets with thousands of samples  something which is computationally infeasible with existing methods  without compromising the quality of the results  128 samples can be analysed in under 1 hour using 1 GB of RAM and a single processor  To perform this analysis using existing methods would take weeks and hundreds of GB of RAM,roary,gff3,Roary,"tabular,fasta,csv,nhx,dot,embl,txt"
641,"calculates raw read count, FPM, and FPKM for each gene",, FPKM count py                Given a BAM file and reference gene model  this program will calculate the raw read count  FPM  fragments per million   and FPKM  fragments per million mapped reads per kilobase exon  for each gene in a BED file  For strand specific RNA seq data  program will assign read to its parental gene according to strand rule  if you don t know the strand rule  run infer experiment py,rseqc_FPKM_count,,FPKM Count,xls
642,"
     calculates the fragment size for each gene/transcript
    ",, RNA fragment size py                       Calculate fragment size for each gene transcript  For each transcript  it will report   1  Number of fragment that was used to estimate mean  median  std  see below   2  mean of fragment size 3  median of fragment size 4  stdev of fragment size,rseqc_RNA_fragment_size,,RNA fragment size,tabular
643,"calculates raw count and RPKM values for transcript at exon, intron, and mRNA level",, RPKM saturation py                     The precision of any sample statitics  RPKM  is affected by sample size  sequencing depth     resampling   or   jackknifing   is a method to estimate the precision of sample statistics by using subsets of available data  This module will resample a series of subsets from total RNA reads and then calculate RPKM value using each subset  By doing this we are able to check if the current sequencing depth was saturated or not  or if the RPKM values were stable or not  in terms of genes  expression estimation,rseqc_RPKM_saturation,,RPKM Saturation,xls
644,"
        converts all types of RNA-seq data from .bam to .wig
    ",, bam2wig py             Visualization is the most straightforward and effective way to QC your RNA seq data  For example  change of expression or new splicing can be easily checked by visually comparing two RNA seq tracks using genome browser such as UCSC   IGB  and IGV     bam2wig,rseqc_bam2wig,"txt,tabular",BAM to Wiggle,wig
645,"
        reads mapping statistics for a provided BAM or SAM file.
    ",, bam stat py              This program is used to calculate reads mapping statistics from provided BAM file   This script determines  uniquely mapped reads  from  mapping quality   sph,rseqc_bam_stat,,BAM/SAM Mapping Stats,txt
646,"
     estimates clipping profile of RNA-seq reads from BAM or SAM file
    ",, clipping profile py                      This program is used to estimate clipping profile of RNA seq reads from BAM or SAM file  Note that to use this funciton  CIGAR strings within SAM BAM file should have  S  operation  This means your reads aligner should support clipped mapping    Inputs                 Input BAM SAM file     Alignment file in BAM SAM format,rseqc_clipping_profile,,Clipping Profile,
647,"
     calculates the distributions of deleted nucleotides across reads
    ",, deletion profile py                      Calculate the distributions of deleted nucleotides across reads   Inputs         Input BAM SAM file     Alignment file in BAM SAM format   Alignment length of read     It is usually set to the orignial read length,rseqc_deletion_profile,,Deletion Profile,
648,"
    Read coverage over gene body.
  ",,    geneBody coverage py  Read coverage over gene body  This module is used to check if read coverage is uniform and if there is any 5   3   bias  This module scales all transcripts to 100 nt and calculates the number of reads covering each nucleotide position,rseqc_geneBody_coverage,bam,Gene Body Converage (BAM),"pdf,txt"
649,"
        Read coverage over gene body
    ",, geneBody coverage2 py                        Similar to geneBody coverage py  This module takes bigwig instead of BAM as input  and thus requires much less memory,rseqc_geneBody_coverage2,bigwig,Gene Body Converage (Bigwig),txt
650,speculates how RNA-seq were configured,, infer experiment py                      This program is used to speculate how RNA seq sequencing were configured  especially how reads were stranded for strand specific RNA seq data  through comparing reads  mapping information to the underneath gene model    Inputs                 Input BAM SAM file     Alignment file in BAM SAM format   Reference gene model     Gene model in BED format,rseqc_infer_experiment,,Infer Experiment,txt
651,calculate the inner distance (or insert size) between two paired RNA reads,, inner distance py                    This module is used to calculate the inner distance  or insert size  between two paired RNA reads  The distance is the mRNA length between two paired fragments  We first determine the genomic  DNA  size between two paired reads  D size   read2 start   read1 end  then    if two paired reads map to the same exon  inner distance   D size   if two paired reads map to different exons inner distance   D size   intron size   if two paired reads map non exonic region  such as intron and intergenic region   inner distance   D size   The inner distance might be a negative value if two fragments were overlapped,rseqc_inner_distance,,Inner Distance,txt
652,"
     calculates the distribution of inserted nucleotides across reads
    ",, insertion profile py                       Calculate the distributions of inserted nucleotides across reads  Note that to use this funciton  CIGAR strings within SAM BAM file should have  I  operation   Inputs         Input BAM SAM file     Alignment file in BAM SAM format,rseqc_insertion_profile,,Insertion Profile,
653,compares detected splice junctions to reference gene model,, junction annotation py                         For a given alignment file   i  in BAM or SAM format and a reference gene model   r  in BED format  this program will compare detected splice junctions to reference gene model  splicing annotation is performed in two levels  splice event level and splice junction level     splice event  An RNA read  especially long read  can be spliced 2 or more times  each time is called a splicing event  In this sense  100 spliced reads can produce    100 splicing events,rseqc_junction_annotation,,Junction Annotation,pdf
654,detects splice junctions from each subset and compares them to reference gene model,, junction saturation py                         It s very important to check if current sequencing depth is deep enough to perform alternative splicing analyses  For a well annotated organism  the number of expressed genes in particular tissue is almost fixed so the number of splice junctions is also fixed  The fixed splice junctions can be predetermined from reference gene model,rseqc_junction_saturation,,Junction Saturation,
655,"
     calculates the distribution of mismatches across reads
    ",, mismatch profile py                      Calculate the distribution of mismatches across reads   Note that the  MD  tag must exist in BAM file   Inputs         Input BAM SAM file     Alignment file in BAM SAM format,rseqc_mismatch_profile,,Mismatch Profile,
656,determines GC% and read count,, read GC py              Inputs                 Input BAM SAM file     Alignment file in BAM SAM format   Output                 1  output,rseqc_read_GC,,Read GC,
657,to check the nucleotide composition bias,, read NVC py              This module is used to check the nucleotide composition bias  Due to random priming  certain patterns are over represented at the beginning  5 end  of reads  This bias could be easily examined by NVC  Nucleotide versus cycle  plot,rseqc_read_NVC,,Read NVC,
658,calculates how mapped reads were distributed over genome feature,, read distribution py                       Provided a BAM SAM file and reference gene model  this module will calculate how mapped reads were distributed over genome feature  like CDS exon  5 UTR exon  3  UTR exon  Intron  Intergenic regions   When genome features are overlapped  e g,rseqc_read_distribution,,Read Distribution,txt
659,determines reads duplication rate with sequence-based and mapping-based strategies,, read duplication py                      Two strategies were used to determine reads duplication rate     Sequence based  reads with exactly the same sequence content are regarded as duplicated reads    Mapping based  reads mapped to the same genomic location are regarded as duplicated reads  For splice reads  reads mapped to the same starting position and splice the same way are regarded as duplicated reads,rseqc_read_duplication,,Read Duplication,xls
660,"
        calculates hexamer (6mer) frequency for reads, genomes, and mRNA sequences
    ",, read hexamer py                        Calculate hexamer  6mer  frequency  If   r  was specified  hexamer frequency is also calculated for the reference genome  If   g  was provided  hexamer frequency is also calculated for the mRNA sequences,rseqc_read_hexamer,"fasta,fastq,fastqsanger,fastq.gz,fastqsanger.gz,fasta",Hexamer frequency,tabular
661,determines Phred quality score,, read quality py                  According to SAM specification  if Q is the character to represent  base calling quality  in SAM file  then Phred Quality Score   ord Q    33  Here ord   is python function that returns an integer representing the Unicode code point of the character when the argument is a unicode object  for example  ord  a   returns 97  Phred quality score is widely used to measure  reliability  of base calling  for example  phred quality score of 20 means there is 1 100 chance that the base calling is wrong  phred quality score of 30 means there is 1 1000 chance that the base calling is wrong,rseqc_read_quality,,Read Quality,pdf
662,"
        evaluates RNA integrity at a transcript level
    ",,    tin py  This program is designed to evaluate RNA integrity at transcript level  TIN  transcript integrity number  is named in analogous to RIN  RNA integrity number   RIN  RNA integrity number  is the most widely used metric to evaluate RNA integrity at sample  or transcriptome  level,rseqc_tin,,Transcript Integrity Number,"tabular,xls"
663,"marks duplicates, outputs split reads, discordant read pairs and unmapped reads",,   samblaster                Summary           samblaster  is a fast and flexible program for marking duplicates in   read id grouped   paired end SAM files  It can also optionally output discordant read pairs and or split read mappings to separate SAM files  and or unmapped clipped reads to a separate FASTQ file  When marking duplicates   samblaster  will require approximately 20MB of memory per 1M read pairs   Usage        See the  SAM File Format Specification  ,samblaster,"bam,sam",samblaster,"bam,fastqsanger"
664,"
        using scikit-bio
    ",,                   Calculates beta diversity using the selected metric                ,scikit_bio_diversity_beta_diversity,tabular,Beta Diversity,tabular
665,get the nucleotide composition of FASTA/Q,,Reports composition of fasta fastq sequences  For an example sequence like,seqtk_comp,bed,seqtk_comp,tabular
666,cut sequence at long N,,Splits long sequences with runs of Ns,seqtk_cutN,,seqtk_cutN,
667,drop unpaired from interleaved Paired End FASTA/Q,,Remove unpaired reads in an interleaved paired end FASTA Q file  Given a fastq file with unpaired reads ,seqtk_dropse,,seqtk_dropse,
668,fastq QC (base/quality summary),,Returns quality score information base by base ,seqtk_fqchk,,seqtk_fqchk,tabular
669,regional heterozygosity,,Reports on heterozygosity over a region,seqtk_hety,,seqtk_hety,tabular
670,extract the position of each het,,Lists regions of heterozygosity ,seqtk_listhet,,seqtk_listhet,tabular
671,merge two FASTA/Q files,,Merges two fasta files  using ambiguity codes,seqtk_mergefa,"fasta,fastq",seqtk_mergefa,
672,interleave two unpaired FASTA/Q files for a paired-end file,,Merge two files which constitute a paired end file into a single  interleaved  paired end FASTA Q file,seqtk_mergepe,"fasta,fastq",seqtk_mergepe,
673,point mutate FASTA at specified positions,,the SNP inputs consist of 4 columns  chromosome  1 based pos  any  base changed to ,seqtk_mutfa,tabular,seqtk_mutfa,
674,choose a random base from hets,,Randomly resolves ambiguous bases,seqtk_randbase,,seqtk_randbase,
675,random subsample of fasta or fastq sequences,,Takes a random subsample of FASTA or FASTQ sequences  The RNG is seedable to allow for reproducible results  and defaults to  4   com 221      ,seqtk_sample,,seqtk_sample,
676,common transformation of FASTA/Q,,Various utilities for transforming FASTA Q data,seqtk_seq,"bed,txt",seqtk_seq,
677,extract subsequences from FASTA/Q files,,Given a list of newline separated IDs from a fasta file  this will extract those named fasta sequences from the input file ,seqtk_subseq,"bed,txt",seqtk_subseq,
678,trim FASTQ using the Phred algorithm,,Trim a fastq file based on Phred scores  or by length,seqtk_trimfq,,seqtk_trimfq,
679,Faster SPAdes assembly of Illumina reads,, Synopsis    Faster de novo assembly pipeline for Illumina paired end reads based around Spades  Details and options        Takes paired end Illumina fastq reads       Trim reads    Use Trimmomatic to remove common adaptors first  default  OFF        Output log file   If set to  Yes   tool will return Shovill s log file as part of the output      Advanced options            Name format           Format of output contig FASTA IDs in  printf  style  default   contig 05d         Depth                 Sub sample the reads to this depth  Disable with  Depth  0   default  100        Estimated genomesize  An estimate of the final genome size  it will autodetect if this is blank   default            List of kmers to use  List of K mer sizes to use in SPAdes  Blank is AUTO,shovill,"fastqsanger,fastqsanger.gz,fastqsanger.bz2",Shovill,"txt,fasta"
680,windowed adaptive trimming of FASTQ data,,Most modern sequencing technologies produce reads that have deteriorating quality towards the 3  end and some towards the 5  end as well  Incorrectly called bases in both regions negatively impact assembles  mapping  and downstream bioinformatics analyses ,sickle,"fastq,fastq.gz",Sickle,
681,gene prediction,,      SNAP is a general purpose gene finding program suitable for both eukaryotic and prokaryotic genomes       ,snap,"fasta,snaphmm",SNAP,"gff,fasta"
682,ab-initio gene predictor,,         This tool allows to train SNAP  an ab initio gene predictor  based on a previous prediction made with Maker      ,snap_training,"fasta,gff",Train SNAP,snaphmm
683,from a multi-FASTA alignment file,,           SNP sites    This tool can rapidly extract SNPs from a multi FASTA alignment using modest resources and can output results in multiple formats for downstream analysis  SNPs can be extracted from a 8 3 GB alignment file  1 842 taxa  22 618 sites  in 267 seconds using 59 MB of RAM and 1 CPU core  making it feasible to run on modest computers  SNP sites is implemented in C and is available under the open source license GNU GPL version 3,snp_sites,fasta,Finds SNP sites,"fasta,vcf,phylip"
684,genome assembler for regular and single-cell projects,,SPAdes   St  Petersburg genome assembler   is intended for both standard isolates and single cell MDA bacteria assemblies  See  spbau,spades,"fastq,fasta,fastq",SPAdes,"tabular,fasta,txt"
685,format from NCBI SRA,,This tool extracts data  in fastq  format  from the Short Read Archive  SRA  at the National Center for Biotechnology Information  NCBI   It is based on the fastq dump  utility of the SRA Toolkit ,fastq_dump,,Download and Extract Reads in FASTA/Q,fastqsanger
686,format from NCBI SRA,,This tool extracts data  in BAM  format  from the Short Read Archive  SRA  at the National Center for Biotechnology Information  NCBI   It is based on the sam dump  utility of the SRA Toolkit ,sam_dump,,Download and Extract Reads in BAM,bam
687,from NCBI SRA,,    This tool produces pileup format from sra archives using sra pileup  The sra pileup program is developed at NCBI  and is available at  ncbi nlm,sra_pileup,"sra,txt",Download and Generate Pileup Format,pileup
688,run the STACKS sort_read_pairs.pl and exec_velvet.pl wrappers,,This program will run each of the Stacks sort read pairs pl and exec velvet pl utilities to assemble pair end reads from STACKS pipeline results,stacks_assembleperead,"fastqsanger,txt,tabular",Stacks: assemble read pairs by locus,fasta
689,Identify PCR clones,,     class   infomark   The clone filter program is designed to identify PCR clones    STACKS INFOS       ,stacks_clonefilter,"fastqsanger,fastqsanger.gz",Stacks: clone filter,fastqsanger.gz
690,build a catalogue of loci,,A catalog can be built from any set of samples processed by the ustacks or pstacks programs  It will create a set of consensus loci  merging alleles together  In the case of a genetic cross  a catalog would be constructed from the parents of the cross to create a set of all possible alleles expected in the progeny of the cross ,stacks_cstacks,"tabular,txt",Stacks: cstacks,"txt,html,tabular"
691,the Stacks pipeline without a reference genome (denovo_map.pl),,This program will run each of the Stacks components  first  running ustacks on each of the samples specified  building loci and calling SNPs in each  Second  cstacks will be run to create a catalog of all loci that were marked as  parents  or  samples  on the command line  and finally  sstacks will be executed to match each sample against the catalog  A bit more detail on this process can be found in the FAQ  The denovo map,stacks_denovomap,"fastqsanger,fastqsanger.gz,fasta,tabular,txt",Stacks: de novo map,"txt,html,tabular"
692,analyse haplotypes or genotypes in a genetic cross ('genotypes' program),,This program exports a Stacks data set either as a set of observed haplotypes at each locus in the population  or with the haplotypes encoded into genotypes  The  r option allows only loci that exist in a certain number of population individuals to be exported  In a mapping context  raising or lowering this limit is an effective way to control the quality level of markers exported as genuine markers will be found in a large number of progeny  If exporting a set of observed haplotypes in a population  the  min stack depth  option can be used to restict exported loci to those that have a minimum depth of reads,stacks_genotypes,"txt,tabular,tabular,txt",Stacks: genotypes,html
693,analyze a population of individual samples ('populations' program),,This program will be executed in place of the genotypes program when a population is being processed through the pipeline  A map specifiying which individuals belong to which population is submitted to the program and the program will then calculate population genetics statistics  expected observed heterzygosity     and FIS at each nucleotide position  The populations program will compare all populations pairwise to compute FST  If a set of data is reference aligned  then a kernel smoothed FST will also be calculated,stacks_populations,"tabular,txt,vcf,txt,tabular",Stacks: populations,html
694,the Stacks demultiplexing script,,This program examines raw reads from an Illumina sequencing run and first  checks that the barcode and the RAD cutsite are intact  and demultiplexes the data  If there are errors in the barcode or the RAD site within a certain allowance process radtags can correct them  Second  it slides a window down the length of the read and checks the average quality score within the window  If the score drops below 90  probability of being correct  a raw phred score of 10   the read is discarded,stacks_procrad,"fastqsanger,fastqsanger.gz,tabular,txt",Stacks: process radtags,txt
695,find stacks from short reads mapped to a reference genome,,Similar to ustacks  except this program will extract stacks that have been aligned to a reference genome by a program such as Bowtie and identify SNPs  These stacks can then be processed with cstacks or sstacks ,stacks_pstacks,"sam,bam",Stacks: pstacks,"txt,html"
696,the Stacks pipeline with a reference genome (ref_map.pl),,This program expects data that have been aligned to a reference genome  and can accept data directly from Bowtie  or from any aligner that can produce SAM format  To avoid datasets names problems  we recommand the use of the  Map with BWA for STACKS tool   This program will execute each of the Stacks components  first  running pstacks on each of the samples specified  building loci  based on the reference alignment  and calling SNPs in each  Second  cstacks will be run to create a catalog of all loci specified as  parents  or  samples  on the command line  again using alignment to match loci in the catalog,stacks_refmap,"sam,bam,tabular,txt",Stacks: reference map,"txt,html,tabular"
697,make corrections to genotype and haplotype calls,,This program will run each of the Stacks components  first  running ustacks on each of the samples specified  building loci and calling SNPs in each  Second  cstacks will be run to create a catalog of all loci that were marked as  parents  or  samples  on the command line  and finally  sstacks will be executed to match each sample against the catalog  A bit more detail on this process can be found in the FAQ  The denovo map,stacks_rxstacks,,Stacks: rxstacks,txt
698,match stacks to a catalog,,Sets of stacks constructed by the ustacks or pstacks programs can be searched against a catalog produced by cstacks  In the case of a genetic map  stacks from the progeny would be matched against the catalog to determine which progeny contain which parental alleles ,stacks_sstacks,"tabular,txt",Stacks: sstacks,"txt,html"
699,on stacks found for multiple samples,,When given the output of ustacks or pstacks  this will generate a report containing various statistics about the detected stacks in a set of samples ,stacks_stats,txt,Stacks: statistics,html
700,align short reads into stacks,,The unique stacks program will take as input a set of short read sequences and align them into exactly matching stacks  Comparing the stacks it will form a set of loci and detect SNPs at each locus using a maximum likelihood framework,stacks_ustacks,"fastqsanger,fastqsanger.gz,fasta",Stacks: ustacks,"txt,html"
701,detect fusion genes in RNA-Seq data,,STAR Fusion is a component of the Trinity Cancer Transcriptome Analysis Toolkit  CTAT   STAR Fusion uses the STAR aligner to identify candidate fusion transcripts supported by Illumina reads  STAR Fusion further processes the output generated by the STAR aligner to map junction reads and spanning reads to a reference annotation set ,star_fusion,"interval,fastqsanger,fastqsanger.gz,fasta,gff3,gtf,tabular",STAR-Fusion,tabular
702,transcript assembly and quantification,,StringTie  is a fast and highly efficient assembler of RNA Seq alignments into potential transcripts  It uses a novel network flow algorithm as well as an optional  de novo  assembly step to assemble and quantitate full length transcripts representing multiple splice variants for each gene locus  Its input can include not only the alignments of raw reads used by other transcript assemblers  but also alignments of longer sequences that have been assembled from those reads  In order to identify differentially expressed genes between experiments  StringTie s output can be processed by specialized software like Ballgown   Cuffdiff  or other programs  DESeq2   edgeR   etc,stringtie,"sam,bam,gtf,gff3",StringTie,"gtf,tabular"
703,transcripts,,This is a special usage mode of StringTie   distinct from the assembly usage mode  In the merge mode  StringTie takes as input a list of GTF GFF files and merges assembles these transcripts into a non redundant set of transcripts  This mode is used in the new differential analysis pipeline to generate a global  unified set of transcripts  isoforms  across multiple RNA Seq samples ,stringtie_merge,"gtf,gff3",StringTie merge,gtf
704,using multi-locus genotype data to investigate population structure,,   Introduction    The program structure  implements a model based clustering method for inferring population structure using genotype data consisting of unlinked markers  The method was introduced in a paper by Pritchard  Stephens and Donnelly  2000a  and extended in sequels by Falush  Stephens and Pritchard  2003a  2007   Applications of our method include demonstrating the presence of population structure  identifying distinct genetic populations  assigning individuals to populations  and identifying migrants and admixed individuals   Briefly  we assume a model in which there are K populations  where K may be unknown   each of which is characterized by a set of allele frequencies at each locus,structure,tabular,Structure,txt
705,for parsing STRUCTURE outputs and for performing the Evanno method,,  Structure Harvester  is a program for parsing the output of Pritchard s STRUCTURE  and for performing the Evanno method       Structure Harvester  ,structureharvester,txt,structureHarvester,txt
706,Parallel MCMC Linkage Analysis,, SwiftLink performs multipoint parametric linkage analysis on large consanguineous pedigrees and is primarily targeted at pedigrees that cannot be analysed by a Lander Green algorithm based program  i e  many markers  but larger pedigrees  The current version of SwiftLink only supports SNP markers,swiftlink,"linkage_pedin,linkage_recomb,linkage_map,txt",Swiftlink,"allegro_fparam,txt"
707,,,Generates a frequency pileup of the 5  ends of aligned reads in a BAM file relative to reference points in a BED file ,tag_pileup_frequency,"bam,bed",Tag pileup frequency,tabular
708,from taxonomic profile,,This tool renders results of a metagenomic profiling as a zoomable pie chart using Krona  ,taxonomy_krona_chart,"taxonomy,tabular",Krona pie chart,html
