,description,edam_topics,help,id,inputs,name,outputs
583,ensure that all mate-pair information is in sync between each read and it's mate pair,,    Purpose    Ensure that all mate pair information is in sync between each read and it s mate pair  Reads marked with the secondary alignment flag are written to the output file unchanged,picard_FixMateInformation,"sam,bam",FixMateInformation,bam
584,examine aligned records in BAM datasets to locate duplicate molecules,,    Purpose    Examines aligned records in the supplied SAM or BAM dataset to locate duplicate molecules  All records are then written to the output file with the duplicate records flagged,picard_MarkDuplicates,bam,MarkDuplicates,"txt,bam"
585,examine aligned records in BAM datasets to locate duplicate molecules,,    Purpose    Examines aligned records in the supplied SAM or BAM dataset to locate duplicate molecules  All records are then written to the output file with the duplicate records flagged,picard_MarkDuplicatesWithMateCigar,bam,MarkDuplicatesWithMateCigar,"txt,bam"
586,chart distribution of base qualities,,   ,picard_MeanQualityByCycle,"sam,bam,fasta",MeanQualityByCycle,"tabular,pdf"
587,merge alignment data with additional info stored in an unmapped BAM dataset,,   ,picard_MergeBamAlignment,"fasta,sam,bam",MergeBamAlignment,bam
588,merges multiple SAM/BAM datasets into one,,    Purpose    Merges multiple SAM BAM datasets into one    dataset collections    description     ASSUME SORTED Boolean   AS Boolean                    If true  assume that the input files are in the same sort order as the requested output                                 sort order  even if their headers say otherwise,picard_MergeSamFiles,"sam,bam",MergeSamFiles,bam
589,normalize fasta datasets,,    Purpose    Takes any dataset that conforms to the fasta format and normalizes it so that all lines of sequence except the last line per named sequence are of the same length    dataset collections    description     LINE LENGTH Integer           The line length to be used for the output fasta file,picard_NormalizeFasta,fasta,NormalizeFasta,fasta
590,chart quality score distribution,,   ,picard_QualityScoreDistribution,"sam,bam,fasta",QualityScoreDistribution,"tabular,pdf"
591,reorder reads to match ordering in reference sequences,,   ,picard_ReorderSam,"fasta,sam,bam",ReorderSam,bam
592,replace header in a SAM/BAM dataset,,    Purpose    Replace the SAMFileHeader in a SAM BAM dataset with the given header  Validation is minimal,picard_ReplaceSamHeader,"sam,bam",ReplaceSamHeader,bam
593,revert the original base qualities and add the mate cigar tag,,    Purpose    Reverts the original base qualities and adds the mate cigar tag to SAM or BAMs    dataset collections    description     RESTORE ORIGINAL QUALITIES Boolean   OQ Boolean                    True to restore original qualities from the OQ field to the QUAL field if available,picard_RevertOriginalBaseQualitiesAndAddMateCigar,"sam,bam",RevertOriginalBaseQualitiesAndAddMateCigar,bam
594,revert SAM/BAM datasets to a previous state,,    Purpose    Reverts SAM or BAM files to a previous state by removing certain types of information and or substituting in the original quality scores when available    dataset collections    description     SORT ORDER SortOrder   SO SortOrder                  The sort order to create the reverted output file with,picard_RevertSam,"sam,bam",RevertSam,bam
595,extract reads and qualities from SAM/BAM dataset and convert to fastq,,    Purpose    Extracts read sequences and qualities from the input SAM BAM dataset and outputs them in Sanger fastq format  In the RE REVERSE True mode  default behavior   if the read is aligned and the alignment is to the reverse strand on the genome  the read s sequence from input SAM,picard_SamToFastq,"sam,bam",SamToFastq,txt
596,sort SAM/BAM dataset,,   ,picard_SortSam,"sam,bam",SortSam,bam
597,assess validity of SAM/BAM dataset,,    Purpose    Reads a SAM BAM dataset and report on its validity    dataset collections    description     MODE Mode   M Mode                        Mode of output  Default value  VERBOSE,picard_ValidateSamFile,"sam,bam,fasta",ValidateSamFile,txt
598,by collapsing hierarchical data to a specified functional level,,   PICRUST OVERVIEW     Command Documentation    This module collapses hierarchical data to a specified level for PICRUSt predictions  For instance  often it is useful to examine KEGG results from a higher level within the pathway hierarchy,picrust_categorize,"biom1,h5",Categorize,
599,Compare the accuracy of biom files (expected and observed) either by observations (default) or by samples.,,   PICRUST OVERVIEW     Command Documentation    Compare an observed table to an expected table using either relative abundance or real counts     Input files       Observed table    A table of observed relative abundances or real counts in ,picrust_compare_biom,biom1,Compare BIOM tables,tabular
600,tree and trait tables,,   PICRUST OVERVIEW     Command Documenation    This module does numerous formatting and checks to the reference tree and the trait tables  The following steps are done for both the marker gene copy number table and functional trait copy number table   1,picrust_format_tree_and_trait_table,"tabular,txt,csv,nhx,tabular",Format,"nhx,tabular"
601,of OTUs to user-specified functions,,   PICRUST OVERVIEW     Command Documenation    This module outputs the relative contribution of OTUs to the predicted abundances of functions in your samples  The input biom file should be the output of normalize by copy number,picrust_metagenome_contributions,"biom1,h5",Metagenome Contributions,tabular
602,the relative abundance of each OTU by the predicted number of 16S copies,,   PICRUST OVERVIEW     Command Documenation    This module corrects the abundance of each OTU to better reflect the true organism abundance by normalizing by PICRUSt s prediction of 16S copy number for each OTU   Please ensure that you have properly created your OTU table to be compatible with PICRUSt by following this guide ,picrust_normalize_by_copy_number,"biom1,h5",Normalize,
603,based on the abundance of OTUs and a functional database,,   PICRUST OVERVIEW     Command Documentation    This module produces a  virtual  metagenome of functional abundances for each sample in the given OTU table  Choose either the KEGG Ortholog  KO   Clusters of Orthologous Genes  COG   or non coding and other structured RNA  Rfam  precalculated files,picrust_predict_metagenomes,"biom1,h5",Predict Metagenome,tabular
604,An automated genome assembly improvement and variant detection tool,,   Pilon is a software tool which can be used to       Automatically improve draft assemblies      Find variation among strains  including large event detection    Pilon requires as input a FASTA file of the genome along with one or more BAM files of reads aligned to the input FASTA file  Pilon uses read alignment analysis to identify inconsistencies between the input genome and the evidence in the reads,pilon,"fasta,bam",pilon,"vcf,txt,fasta"
605,- fast fusion detection using kallisto,,pizzly  is a program for detecting gene fusions from RNA Seq data of cancer samples ,pizzly,"tabular,fasta,gtf",pizzly,"tabular,fasta"
606,from a set of sequencing reads,,         Extract the raw nanopore events from each FAST5 file      ,poretools_events,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Extract nanopore events,tabular
607,in FASTA or FASTQ format from nanopore files,,         Extract sequences from fast5 files generated by the Oxford Nanopore sequencing technology      ,poretools_extract,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Extract reads,fastq
608,of nanopore read lengths,,         Draw a histogram of read lengths in one or more nanopore reads      ,poretools_hist,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Generate histogram,
609,distribution in nanopore sequencing reads,,         Get the nucleotide composition of a set of FAST5 files      ,poretools_nucdist,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Show nucleotide,tabular
610,per cell in nanopore reads,,         Plot the throughput performance of each pore on the flowcell during a given sequencing run      ,poretools_occupancy,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Plot performance,
611,score distribution in nanopore sequencing reads,,         Get the the quality score composition of a set of FAST5 files      ,poretools_qualdist,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Show quality,tabular
612,plot of quality score distribution over positions in nanopore reads,,         Produce a box whisker plot of quality score distribution over positions in nanopore reads     ,poretools_qualpos,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Generate box-whisker,
613,for nanopore reads,,         Plot the observed signals for FAST5 reads      ,poretools_squiggle,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Plot signals,txt
614,from a set of FAST5 files,,         Collect read size statistics from a set of FAST5 files      ,poretools_stats,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Read length statistics,tabular
615,in tabular format from a set of FAST5 files,,         Dump the length  name  sequence  and quality scores of the sequence in one or a set of FAST5 files      ,poretools_tabular,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Extract FASTQ,tabular
616,and channel information from a set of FAST5 files,,         Collect read size statistics from a set of FAST5 files      ,poretools_times,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Extract time,tabular
617,from a set of FAST5 files.,,         Report the longest read among a set of FAST5 files      ,poretools_winner,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Get longest read,tabular
618,of sequencing yield over time,,         Create a collector s curve reflecting the sequencing yield over time      ,poretools_yield_plot,"h5,fast5.tar,fast5.tar.gz,fast5.tar.bz2",Collector’s curve,
619,to process quality of sequences,,PRINSEQ is a tool for easy and rapid quality control and data processing of metagenomic and metatranscriptomic datasets  This tool allow to process the sequences with filtering and trimming,prinseq,"fastqsanger,fastqillumina,fastq",PRINSEQ,
620,constructs multiple genome alignments,,Mauve is a system for efficiently constructing multiple genome alignments in the presence of large scale evolutionary events such as rearrangement and inversion  Multiple genome alignment provides a basis for research into comparative genomics and the study of evolutionary dynamics,progressivemauve,"fasta,xmfa,tabular,nhx",progressiveMauve,"xmfa,nhx,tabular"
621,,,XMFA Alignments are great  but now you need a way to visualize this data ,xmfa2gff3,"xmfa,fasta",Convert XMFA to gapped GFF3,gff3
622,prokaryotic genome annotation,,Prokka  is a software tool to rapidly annotate bacterial  archaeal and viral genomes  and produce output files that require only minor tweaking to submit to GenBank ENA DDBJ ,prokka,fasta,Prokka,"gff,txt,fasta,asn1"
623,Genome assembly Quality,,    Description    Galaxy tool wrapper for the QUAST tool  Quast stands for QUality ASsessment Tool,quast,"fasta,txt",Quast,"txt,tsv,tex,html"
624,,,                Filter Tabular                   Filter a tabular dataset by applying line filters as it is being read    Multiple filters may be used with each filter using the result of the previous filter,filter_tabular,tabular,Filter Tabular,tabular
625,using sqlite sql,,               Query Tabular                  Inputs      Loads tabular datasets into a SQLite  data base       An existing SQLite  data base can be used as input  and any selected tabular datasets will be added as new tables in that data base,query_tabular,"sqlite,tabular",Query Tabular,"sqlite,tabular"
626,for SQL query,,                   SQLite to Tabular                      Inputs      An existing SQLite  data base      Outputs      The results of a SQL query are output to the history as a tabular file,sqlite_to_tabular,sqlite,SQLite to tabular,tabular
627,- Maximum Likelihood based inference of large phylogenetic trees,, RAxML   Randomized Axelerated Maximum Likelihood  is a program for Maximum Likelihood based inference of large phylogenetic trees  The program is explicitly being developed to efficiently infer trees for extremely large datasets  either in terms of the number of taxa and or the sequence length,raxml,"fasta,phylip,txt,nhx",Phyogenetic reconstruction with RaXML,"txt,nhx"
628,Match paired peaks from two or more replicates,,RepMatch accepts two or more input datasets  and starts by defining peak pair midpoints in the first dataset   It then discovers all peak pair midpoints in the second dataset that are within the distance  defined by the tool s   Maximum distance between peaks in different replicates to allow merging   parameter  from the peak pair midpoint coordinate in the first dataset,repmatch_gff3,gff,RepMatch,"tabular,pdf,gff"
629,expand combinations of variables:values to columnar format,, This tool will apply the dcast function of the reshape2 R package  The input data should be in a  long  format or molten by the melt tool,cast,tabular,cast,tabular
630,collapse combinations of variables:values to single lines,, This tool will apply the melt function of the reshape2 R package    The melt function summarizes each unique variable value combination on a single line,melt,tabular,melt,tabular
631,of GFF data,,Modifies the start and end coordinates of GFF data such that the new start and end position is based on a specified region size that is computed either from the existing start and end coordinates or centered on the midpoint between them ,resize_coordinate_window,gff,Resize coordinate window,gff
632,Gapped-read mapper for RNA-seq data,,STAR is an ultrafast universal RNA seq aligner ,rna_star,"fastq,fasta,fastq.gz,fastqsanger.gz,fasta",RNA STAR,"txt,interval,bam,tabular"
633,assembler for RNA-Seq data,,SPAdes   St  Petersburg genome assembler   is intended for both standard isolates and single cell MDA bacteria assemblies,rnaspades,"fastq,fasta,fastq",rnaSPAdes,fasta
634,the pangenome pipeline - Quickly generate a core gene alignment from gff3 files,,   Roary    Roary is a high speed stand alone pan genome pipeline  which takes annotated assemblies in GFF3 format  produced by Prokka  and calculates the pan genome  Using a standard desktop PC  it can analyse datasets with thousands of samples  something which is computationally infeasible with existing methods  without compromising the quality of the results,roary,gff3,Roary,"tabular,fasta,csv,nhx,dot,embl,txt"
635,"calculates raw read count, FPM, and FPKM for each gene",, FPKM count py                Given a BAM file and reference gene model  this program will calculate the raw read count  FPM  fragments per million   and FPKM  fragments per million mapped reads per kilobase exon  for each gene in a BED file,rseqc_FPKM_count,,FPKM Count,xls
636,"
     calculates the fragment size for each gene/transcript
    ",, RNA fragment size py                       Calculate fragment size for each gene transcript,rseqc_RNA_fragment_size,,RNA fragment size,tabular
637,"calculates raw count and RPKM values for transcript at exon, intron, and mRNA level",, RPKM saturation py                     The precision of any sample statitics  RPKM  is affected by sample size  sequencing depth     resampling   or   jackknifing   is a method to estimate the precision of sample statistics by using subsets of available data,rseqc_RPKM_saturation,,RPKM Saturation,xls
638,"
        converts all types of RNA-seq data from .bam to .wig
    ",, bam2wig py             Visualization is the most straightforward and effective way to QC your RNA seq data,rseqc_bam2wig,"txt,tabular",BAM to Wiggle,wig
639,"
        reads mapping statistics for a provided BAM or SAM file.
    ",, bam stat py              This program is used to calculate reads mapping statistics from provided BAM file,rseqc_bam_stat,,BAM/SAM Mapping Stats,txt
640,"
     estimates clipping profile of RNA-seq reads from BAM or SAM file
    ",, clipping profile py                      This program is used to estimate clipping profile of RNA seq reads from BAM or SAM file,rseqc_clipping_profile,,Clipping Profile,
641,"
     calculates the distributions of deleted nucleotides across reads
    ",, deletion profile py                      Calculate the distributions of deleted nucleotides across reads,rseqc_deletion_profile,,Deletion Profile,
642,"
    Read coverage over gene body.
  ",,    geneBody coverage py  Read coverage over gene body,rseqc_geneBody_coverage,bam,Gene Body Converage (BAM),"pdf,txt"
643,"
        Read coverage over gene body
    ",, geneBody coverage2 py                        Similar to geneBody coverage,rseqc_geneBody_coverage2,bigwig,Gene Body Converage (Bigwig),txt
644,speculates how RNA-seq were configured,, infer experiment py                      This program is used to speculate how RNA seq sequencing were configured  especially how reads were stranded for strand specific RNA seq data  through comparing reads  mapping information to the underneath gene model,rseqc_infer_experiment,,Infer Experiment,txt
645,calculate the inner distance (or insert size) between two paired RNA reads,, inner distance py                    This module is used to calculate the inner distance  or insert size  between two paired RNA reads,rseqc_inner_distance,,Inner Distance,txt
646,"
     calculates the distribution of inserted nucleotides across reads
    ",, insertion profile py                       Calculate the distributions of inserted nucleotides across reads,rseqc_insertion_profile,,Insertion Profile,
647,compares detected splice junctions to reference gene model,, junction annotation py                         For a given alignment file   i  in BAM or SAM format and a reference gene model   r  in BED format  this program will compare detected splice junctions to reference gene model,rseqc_junction_annotation,,Junction Annotation,pdf
648,detects splice junctions from each subset and compares them to reference gene model,, junction saturation py                         It s very important to check if current sequencing depth is deep enough to perform alternative splicing analyses,rseqc_junction_saturation,,Junction Saturation,
649,"
     calculates the distribution of mismatches across reads
    ",, mismatch profile py                      Calculate the distribution of mismatches across reads,rseqc_mismatch_profile,,Mismatch Profile,
650,determines GC% and read count,, read GC py              Inputs                 Input BAM SAM file     Alignment file in BAM SAM format,rseqc_read_GC,,Read GC,
651,to check the nucleotide composition bias,, read NVC py              This module is used to check the nucleotide composition bias,rseqc_read_NVC,,Read NVC,
652,calculates how mapped reads were distributed over genome feature,, read distribution py                       Provided a BAM SAM file and reference gene model  this module will calculate how mapped reads were distributed over genome feature  like CDS exon  5 UTR exon  3  UTR exon  Intron  Intergenic regions ,rseqc_read_distribution,,Read Distribution,txt
653,determines reads duplication rate with sequence-based and mapping-based strategies,, read duplication py                      Two strategies were used to determine reads duplication rate     Sequence based  reads with exactly the same sequence content are regarded as duplicated reads,rseqc_read_duplication,,Read Duplication,xls
654,"
        calculates hexamer (6mer) frequency for reads, genomes, and mRNA sequences
    ",, read hexamer py                        Calculate hexamer  6mer  frequency,rseqc_read_hexamer,"fasta,fastq,fastqsanger,fastq.gz,fastqsanger.gz,fasta",Hexamer frequency,tabular
655,determines Phred quality score,, read quality py                  According to SAM specification  if Q is the character to represent  base calling quality  in SAM file  then Phred Quality Score   ord Q    33,rseqc_read_quality,,Read Quality,pdf
656,"
        evaluates RNA integrity at a transcript level
    ",,    tin py  This program is designed to evaluate RNA integrity at transcript level,rseqc_tin,,Transcript Integrity Number,"tabular,xls"
657,"marks duplicates, outputs split reads, discordant read pairs and unmapped reads",,   samblaster                Summary           samblaster  is a fast and flexible program for marking duplicates in   read id grouped   paired end SAM files  It can also optionally output discordant read pairs and or split read mappings to separate SAM files  and or unmapped clipped reads to a separate FASTQ file,samblaster,"bam,sam",samblaster,"bam,fastqsanger"
658,"
        using scikit-bio
    ",,                   Calculates beta diversity using the selected metric                ,scikit_bio_diversity_beta_diversity,tabular,Beta Diversity,tabular
659,get the nucleotide composition of FASTA/Q,,Reports composition of fasta fastq sequences  For an example sequence like,seqtk_comp,bed,seqtk_comp,tabular
660,cut sequence at long N,,Splits long sequences with runs of Ns,seqtk_cutN,,seqtk_cutN,
661,drop unpaired from interleaved Paired End FASTA/Q,,Remove unpaired reads in an interleaved paired end FASTA Q file  Given a fastq file with unpaired reads ,seqtk_dropse,,seqtk_dropse,
662,fastq QC (base/quality summary),,Returns quality score information base by base ,seqtk_fqchk,,seqtk_fqchk,tabular
663,regional heterozygosity,,Reports on heterozygosity over a region,seqtk_hety,,seqtk_hety,tabular
664,extract the position of each het,,Lists regions of heterozygosity ,seqtk_listhet,,seqtk_listhet,tabular
665,merge two FASTA/Q files,,Merges two fasta files  using ambiguity codes,seqtk_mergefa,"fasta,fastq",seqtk_mergefa,
666,interleave two unpaired FASTA/Q files for a paired-end file,,Merge two files which constitute a paired end file into a single  interleaved  paired end FASTA Q file,seqtk_mergepe,"fasta,fastq",seqtk_mergepe,
667,point mutate FASTA at specified positions,,the SNP inputs consist of 4 columns  chromosome  1 based pos  any  base changed to ,seqtk_mutfa,tabular,seqtk_mutfa,
668,choose a random base from hets,,Randomly resolves ambiguous bases,seqtk_randbase,,seqtk_randbase,
669,random subsample of fasta or fastq sequences,,Takes a random subsample of FASTA or FASTQ sequences  The RNG is seedable to allow for reproducible results  and defaults to  4  ,seqtk_sample,,seqtk_sample,
670,common transformation of FASTA/Q,,Various utilities for transforming FASTA Q data,seqtk_seq,"bed,txt",seqtk_seq,
671,extract subsequences from FASTA/Q files,,Given a list of newline separated IDs from a fasta file  this will extract those named fasta sequences from the input file ,seqtk_subseq,"bed,txt",seqtk_subseq,
672,trim FASTQ using the Phred algorithm,,Trim a fastq file based on Phred scores  or by length,seqtk_trimfq,,seqtk_trimfq,
673,Faster SPAdes assembly of Illumina reads,, Synopsis    Faster de novo assembly pipeline for Illumina paired end reads based around Spades  Details and options        Takes paired end Illumina fastq reads       Trim reads    Use Trimmomatic to remove common adaptors first  default  OFF        Output log file   If set to  Yes   tool will return Shovill s log file as part of the output      Advanced options            Name format           Format of output contig FASTA IDs in  printf  style  default   contig 05d         Depth                 Sub sample the reads to this depth  Disable with  Depth  0   default  100        Estimated genomesize  An estimate of the final genome size  it will autodetect if this is blank,shovill,"fastqsanger,fastqsanger.gz,fastqsanger.bz2",Shovill,"txt,fasta"
674,windowed adaptive trimming of FASTQ data,,Most modern sequencing technologies produce reads that have deteriorating quality towards the 3  end and some towards the 5  end as well  Incorrectly called bases in both regions negatively impact assembles  mapping  and downstream bioinformatics analyses,sickle,"fastq,fastq.gz",Sickle,
675,gene prediction,,      SNAP is a general purpose gene finding program suitable for both eukaryotic and prokaryotic genomes       ,snap,"fasta,snaphmm",SNAP,"gff,fasta"
676,ab-initio gene predictor,,         This tool allows to train SNAP  an ab initio gene predictor  based on a previous prediction made with Maker      ,snap_training,"fasta,gff",Train SNAP,snaphmm
677,from a multi-FASTA alignment file,,           SNP sites    This tool can rapidly extract SNPs from a multi FASTA alignment using modest resources and can output results in multiple formats for downstream analysis  SNPs can be extracted from a 8,snp_sites,fasta,Finds SNP sites,"fasta,vcf,phylip"
678,genome assembler for regular and single-cell projects,,SPAdes   St  Petersburg genome assembler   is intended for both standard isolates and single cell MDA bacteria assemblies,spades,"fastq,fasta,fastq",SPAdes,"tabular,fasta,txt"
679,format from NCBI SRA,,This tool extracts data  in fastq  format  from the Short Read Archive  SRA  at the National Center for Biotechnology Information  NCBI   It is based on the fastq dump  utility of the SRA Toolkit,fastq_dump,,Download and Extract Reads in FASTA/Q,fastqsanger
680,format from NCBI SRA,,This tool extracts data  in BAM  format  from the Short Read Archive  SRA  at the National Center for Biotechnology Information  NCBI   It is based on the sam dump  utility of the SRA Toolkit,sam_dump,,Download and Extract Reads in BAM,bam
681,from NCBI SRA,,    This tool produces pileup format from sra archives using sra pileup  The sra pileup program is developed at NCBI  and is available at ,sra_pileup,"sra,txt",Download and Generate Pileup Format,pileup
682,run the STACKS sort_read_pairs.pl and exec_velvet.pl wrappers,,This program will run each of the Stacks sort read pairs pl and exec velvet,stacks_assembleperead,"fastqsanger,txt,tabular",Stacks: assemble read pairs by locus,fasta
683,Identify PCR clones,,   ,stacks_clonefilter,"fastqsanger,fastqsanger.gz",Stacks: clone filter,fastqsanger.gz
684,build a catalogue of loci,,A catalog can be built from any set of samples processed by the ustacks or pstacks programs  It will create a set of consensus loci  merging alleles together,stacks_cstacks,"tabular,txt",Stacks: cstacks,"txt,html,tabular"
685,the Stacks pipeline without a reference genome (denovo_map.pl),,This program will run each of the Stacks components  first  running ustacks on each of the samples specified  building loci and calling SNPs in each  Second  cstacks will be run to create a catalog of all loci that were marked as  parents  or  samples  on the command line  and finally  sstacks will be executed to match each sample against the catalog,stacks_denovomap,"fastqsanger,fastqsanger.gz,fasta,tabular,txt",Stacks: de novo map,"txt,html,tabular"
686,analyse haplotypes or genotypes in a genetic cross ('genotypes' program),,This program exports a Stacks data set either as a set of observed haplotypes at each locus in the population  or with the haplotypes encoded into genotypes  The  r option allows only loci that exist in a certain number of population individuals to be exported,stacks_genotypes,"txt,tabular,tabular,txt",Stacks: genotypes,html
687,analyze a population of individual samples ('populations' program),,This program will be executed in place of the genotypes program when a population is being processed through the pipeline  A map specifiying which individuals belong to which population is submitted to the program and the program will then calculate population genetics statistics  expected observed heterzygosity     and FIS at each nucleotide position,stacks_populations,"tabular,txt,vcf,txt,tabular",Stacks: populations,html
688,the Stacks demultiplexing script,,This program examines raw reads from an Illumina sequencing run and first  checks that the barcode and the RAD cutsite are intact  and demultiplexes the data  If there are errors in the barcode or the RAD site within a certain allowance process radtags can correct them,stacks_procrad,"fastqsanger,fastqsanger.gz,tabular,txt",Stacks: process radtags,txt
689,find stacks from short reads mapped to a reference genome,,Similar to ustacks  except this program will extract stacks that have been aligned to a reference genome by a program such as Bowtie and identify SNPs  These stacks can then be processed with cstacks or sstacks,stacks_pstacks,"sam,bam",Stacks: pstacks,"txt,html"
690,the Stacks pipeline with a reference genome (ref_map.pl),,This program expects data that have been aligned to a reference genome  and can accept data directly from Bowtie  or from any aligner that can produce SAM format  To avoid datasets names problems  we recommand the use of the  Map with BWA for STACKS tool ,stacks_refmap,"sam,bam,tabular,txt",Stacks: reference map,"txt,html,tabular"
691,make corrections to genotype and haplotype calls,,This program will run each of the Stacks components  first  running ustacks on each of the samples specified  building loci and calling SNPs in each  Second  cstacks will be run to create a catalog of all loci that were marked as  parents  or  samples  on the command line  and finally  sstacks will be executed to match each sample against the catalog,stacks_rxstacks,,Stacks: rxstacks,txt
692,match stacks to a catalog,,Sets of stacks constructed by the ustacks or pstacks programs can be searched against a catalog produced by cstacks  In the case of a genetic map  stacks from the progeny would be matched against the catalog to determine which progeny contain which parental alleles,stacks_sstacks,"tabular,txt",Stacks: sstacks,"txt,html"
693,on stacks found for multiple samples,,When given the output of ustacks or pstacks  this will generate a report containing various statistics about the detected stacks in a set of samples ,stacks_stats,txt,Stacks: statistics,html
694,align short reads into stacks,,The unique stacks program will take as input a set of short read sequences and align them into exactly matching stacks  Comparing the stacks it will form a set of loci and detect SNPs at each locus using a maximum likelihood framework,stacks_ustacks,"fastqsanger,fastqsanger.gz,fasta",Stacks: ustacks,"txt,html"
695,detect fusion genes in RNA-Seq data,,STAR Fusion is a component of the Trinity Cancer Transcriptome Analysis Toolkit  CTAT   STAR Fusion uses the STAR aligner to identify candidate fusion transcripts supported by Illumina reads,star_fusion,"interval,fastqsanger,fastqsanger.gz,fasta,gff3,gtf,tabular",STAR-Fusion,tabular
696,transcript assembly and quantification,,StringTie  is a fast and highly efficient assembler of RNA Seq alignments into potential transcripts  It uses a novel network flow algorithm as well as an optional  de novo  assembly step to assemble and quantitate full length transcripts representing multiple splice variants for each gene locus,stringtie,"sam,bam,gtf,gff3",StringTie,"gtf,tabular"
697,transcripts,,This is a special usage mode of StringTie   distinct from the assembly usage mode  In the merge mode  StringTie takes as input a list of GTF GFF files and merges assembles these transcripts into a non redundant set of transcripts,stringtie_merge,"gtf,gff3",StringTie merge,gtf
698,using multi-locus genotype data to investigate population structure,,   Introduction    The program structure  implements a model based clustering method for inferring population structure using genotype data consisting of unlinked markers  The method was introduced in a paper by Pritchard  Stephens and Donnelly  2000a  and extended in sequels by Falush  Stephens and Pritchard  2003a  2007 ,structure,tabular,Structure,txt
699,for parsing STRUCTURE outputs and for performing the Evanno method,,  Structure Harvester  is a program for parsing the output of Pritchard s STRUCTURE  and for performing the Evanno method   ,structureharvester,txt,structureHarvester,txt
700,Parallel MCMC Linkage Analysis,, SwiftLink performs multipoint parametric linkage analysis on large consanguineous pedigrees and is primarily targeted at pedigrees that cannot be analysed by a Lander Green algorithm based program  i e,swiftlink,"linkage_pedin,linkage_recomb,linkage_map,txt",Swiftlink,"allegro_fparam,txt"
701,,,Generates a frequency pileup of the 5  ends of aligned reads in a BAM file relative to reference points in a BED file ,tag_pileup_frequency,"bam,bed",Tag pileup frequency,tabular
702,from taxonomic profile,,This tool renders results of a metagenomic profiling as a zoomable pie chart using Krona  ,taxonomy_krona_chart,"taxonomy,tabular",Krona pie chart,html
703,Find coding regions within transcripts,,TransDecoder identifies candidate coding regions within transcript sequences  such as those generated by de novo RNA Seq transcript assembly using Trinity  or constructed based on RNA Seq alignments to the genome using Tophat and Cufflinks ,transdecoder,fasta,TransDecoder,"fasta,bed,gff3"
704,finds rho-independent transcription terminators in bacterial genomes,,Finds rho independent transcription terminators in bacterial genomes  ,transtermhp,"fasta,gff3",TransTermHP,gff3
705,for a de novo assembly of RNA-Seq data by Trinity,,  Trinity  assembles transcript sequences from Illumina RNA Seq data  This tool will combine abundance estimations  produced by  Align reads and estimate abundance on a de novo assembly of RNA Seq data  tool  from multiple samples into a single tabular file,trinity_abundance_estimates_to_matrix,tabular,Build expression matrix,tabular
706,on a de novo assembly of RNA-Seq data,,  Trinity  assembles transcript sequences from Illumina RNA Seq data  This tool estimates the abundance of isoforms and genes of a transcriptome assembled with Trinity  using FastQ of a specific sample,trinity_align_and_estimate_abundance,"fasta,fasta,fastqsanger,tabular",Align reads and estimate abundance,tabular
707,from a Trinity assembly,,  Trinity  assembles transcript sequences from Illumina RNA Seq data  This tool extracts the transcripts that are most differentially expressed  most significant FDR and fold changes   once differential expression analyses have been runned,trinity_analyze_diff_expr,tabular,Extract and cluster differentially expressed transcripts,RData
708,from a Trinity assembly,,  Trinity  assembles transcript sequences from Illumina RNA Seq data  This tool computes the N50 statistic limited to the top most highly expressed transcripts that represent x  of the total normalized expression data,trinity_contig_exn50_statistic,"tabular,fasta",Compute contig Ex90N50 statistic and Ex90 transcript count,tabular
709,after differential expression analysis using a Trinity assembly,,  Trinity  assembles transcript sequences from Illumina RNA Seq data  This tool partitions the differentially expressed genes into gene clusters with similar expression patterns by one of several available methods  once differential expression analyses have been runned,trinity_define_clusters_by_cutting_tree,RData,Partition genes into expression clusters,pdf
710,and replicates,,         This tools allows to describe your samples and replicates  producing a tabular file looking like this                                                ConditionA  CondA replicate1                                              ConditionA  CondA replicate2                                              ConditionB  CondB replicate1                                              ConditionB  CondB replicate2                                              ConditionC  CondC replicate1                                              ConditionC  CondC replicate2                                              ConditionC  CondC replicate3                                               IThe output file can be used in the tools  RNASeq samples quality check for transcript quantification  and  Differential expression analysis           The names in column 2 must match the names given to the datasets in your history,describe_samples,,Describe samples,tabular
711,from a Trinity assembly,,         Trinity  assembles transcript sequences from Illumina RNA Seq data          This tool filters a Trinity assembly using an expression matrix built         with  Build expression matrix for a de novo assembly of RNA Seq data by Trinity  tool,trinity_filter_low_expr_transcripts,"fasta,tabular",Filter low expression transcripts,fasta
